Lot,HWODescription,HWOApprovedAmount,SalesTax,AdminFee,ChargeAmount,Specialties,ISO,Country,Locality,Postcode,Street,Latitude,Longitude,Region
45,apt #1 fl: @ basement: adjust the thermostate so that hot water temp. should be 120 deg. fer.,24.21,2.15,3.63,29.99,"Repairs, Installation, Maintenance, Assembly, Painting, Cleaning",EG,Egypt,Bahnabai,44819,Kolleyet Al Zeraah Street,31.214715,29.979897,Al Sharqia Governorate
46,local law #1 violation : as per attached scope of work thoroughly remove all lead violations as per new york city administrative code ï¿½27-2056.11 and,0,0,0,0,,EG,Egypt,Cairo,44629,Street 2,31.215041,29.994921,Al Sharqia Governorate
70,remove free standing radiator in the 1st room from east. remove all work related debris,12.1,1.07,1.82,14.99,,EG,Egypt,Ezab Arab al Tahawiya,44888,14th May Street,31.213463,29.949547,Al Sharqia Governorate
81,public hall. 1st floor. replace (5) missing balusters. remove all work related debris.,160.31,13.83,24.05,198.19,,EG,Egypt,Izbat al Hakim,44661,Street 38,31.217268,29.955452,Al Sharqia Governorate
21,"apt 6a: repair window guards : liv. room :reinstall window guards, stops bathroom : reinstall window guard bedroom : reinstall window guard",158.83,14.1,39.71,212.64,"Laminate, Linoleum, Vinyl sheet, Luxury vinyl flooring, Engineered hardwood, Solid wood, Tile, Concrete, Carpet",EG,Egypt,Izbat Suwaylim,44621,"Matar Borg Al Arab, Al Mintaqa Al Senaaya Road",30.893835,29.694129,Al Sharqia Governorate
190,local law #1 violation: as per hpd's abatement requirement contracts and attached scope of work thoroughly remove all lead violations as per new yor,0,0,0,0,,EG,Egypt,Kafr Farag Girgis,44692,Madrasa Nasim Street,31.214207,30.034768,Al Sharqia Governorate
14,secondary means of egress / sprinkler obstructed / sealed / padlocked,15.98,1.42,6.39,23.79,,EG,Egypt,Kafr Saqr,44689,Extension Al Shahid Abd Al Moneim Riyad Street,31.21496,30.015053,Al Sharqia Governorate
21,apt # 3s - bathroom - kit - livingroom - install window guards with stops and one way screws. one each.,80.84,7.17,20.21,108.22,,EG,Egypt,Minshat Safwat,44769,Street 8,31.214991,30.020024,Al Sharqia Governorate
3,doh clean & dust wipe only: rm # 2 rear apt hallway from 2nd floor public hallway rm # 4 rear room (living room) from hallway rm # 5 middle room,225.98,19.49,33.9,279.37,,EG,Egypt,Minya Al-Qamh,44692,Al Salam Mosque Street,31.214966,30.02509,Al Sharqia Governorate
47,apt #1r..... continuosly running hot water at bathtub. all work under this omo must be done using safe work procedures pursuant to the epa lead reno,68.76,6.1,27.5,102.36,,EG,Egypt,Minya Al-Qamh,44692,"Aswan, Abou Sambal Road",22.669744,31.484027,Al Sharqia Governorate
36,as per requirement of h.p.d. window guard program and in accordance with the new york city health code section 24 rcny chapter 12. at entire apt#:,86.41,7.67,43.21,137.29,"Rodents, Ants, Bees, Spiders, Hornets or wasps, Mosquitoes, Ticks",EG,Egypt,Minya Al-Qamh,44692,"Al Sad Al Aali, Aswan Road",24.034834,32.921226,Al Sharqia Governorate
46,apt 4f) at bedroom : replace two single pane glass on the french door. ''remove all work related debris''.,0,0,0,0,,EG,Egypt,Mit Yazid,44692,"Aswan, Al Sad Al Aali Road",24.034981,32.939101,Al Sharqia Governorate
4,as per hpd's lead abatement requirement contracts and attached scope of work thoroughly remove all lead violations as per new york city administrative,197.63,17.54,79.05,294.22,"Inspection and testing, Mold removal",EG,Egypt,Abu Qir,21913,"Kima, Al Shalal Road",24.054984,32.919847,Alexandria Governorate
51,"locate and adjust the mixing valve,restore hot water temp to 120 degrees.( temp now 160 degrees ).restore to pwo",64.4,5.72,32.2,102.32,"Window cleaning , Fridge cleaning, Oven cleaning, Laundry",EG,Egypt,Abu Qir,21913,"Luxor, Aswan Western Road",24.037062,32.847196,Alexandria Governorate
340,as per hpd's lead abatement requirement contracts and attached scope of work thoroughly remove all lead violations as per new york city administrative,135.91,12.06,54.36,202.33,,EG,Egypt,Abu Qir,21913,Aswan Western Agricultural Road,24.668888,32.926026,Alexandria Governorate
102,local law #1 violation : as per rc # . and attached scope of work thoroughly remove all lead violations as per new york city administrative code ï¿½2,97.43,8.4,15,120.83,"Window cleaning , Fridge cleaning, Oven cleaning, Laundry",EG,Egypt,Abu Qir,21913,"Aswan, Abou Sambal Road",23.673699,32.437647,Alexandria Governorate
59,"install w/g complete at kitchen, living room and bedroom",114.88,10.2,17.23,142.31,,EG,Egypt,Alexandria,21524,25,24.034742,32.870092,Alexandria Governorate
44,"p/hall: 5th.fl install missing screws at window guard, 5&1/2 landing install missing screws at window guard. remove all work related debris''. non-",45.03,4,11.26,60.29,"Window cleaning , Fridge cleaning, Oven cleaning, Laundry",EG,Egypt,Alexandria,21524,"Cairo, Aswan Eastern Desert Road",24.669499,32.94741,Alexandria Governorate
74,ll- (clean only) thoroughly re-clean the following areas as per new york city health code section 173.14 and as noted in the scope of work pursuant to,135.81,12.05,67.91,215.77,"Repairs, Installation, Maintenance",EG,Egypt,Alexandria,21554,Gammal Abd Al Naser Street,31.310637,30.351131,Alexandria Governorate
21,remove free standing radiator from public hall second (2nd) floor,97.74,8.43,15,121.17,,EG,Egypt,Alexandria,21556,"Side Cairo, Alexandria Desert Road",30.653639,30.097545,Alexandria Governorate
46,hld special project local law #1 violation : as per attached scope of work thoroughly remove all lead violations as per new york city administrative,814.68,70.27,75,959.95,,EG,Egypt,Alexandria,21561,Gesr Al Bahr Street,31.214571,30.520735,Alexandria Governorate
20,as per requirement of h.p.d. window guard program and in accordance with the new york city health code section 24 rcny chapter 12. at entire apt#:,8.72,0.77,4.36,13.85,"Space planning, Storage advice, Removal of unwanted items, Paper management, Moving preparation",EG,Egypt,Alexandria,21561,"Housh Eissa, Al Dalangat Road",30.888831,30.281284,Alexandria Governorate
49,remove kick stand installed at vestibule door at 1st story. number of door (1). contractor must contact hpd @ 212 863-5496; 5976; 6046; 6132; 6,12.1,1.07,6.05,19.22,,EG,Egypt,Alexandria,21918,Street 2,31.31499,30.294989,Alexandria Governorate
200,apt. # 4f. replace with new the broken or defective mortise lock assembly at entrance door to the apartment # 4f. ''remove all work related deb,0,0,0,0,"Office, Restaurant, Retail, Medical facility, School or place of worship",EG,Egypt,Alexandria,21918,Al Bahr Street,30.890329,30.655252,Alexandria Governorate
86,ll- (clean only) thoroughly re-clean the following areas as per new york city health code section 173.14 and as noted in the scope of work pursuant to,282.42,25.06,112.97,420.45,"Office, Restaurant, Retail, Medical facility, School or place of worship",EG,Egypt,Alexandria,21922,Al Sayed Shokr Street,30.889971,30.664948,Alexandria Governorate
1,install (3) wood balusters at 1st story p/h stairs and 3rd story p/h,106.56,9.46,15.98,132,,EG,Egypt,Alexandria,26215,Gammal Abd Al Naser Street,30.889968,30.660013,Alexandria Governorate
6,"adjust boiler to lower water temp and holt scolding hot water. note: contractor must contact hpd @ (718) 636-3015, 3027, 3048 or 3049 with start da",72.63,6.08,15,93.71,"Office, Restaurant, Retail, Medical facility, School or place of worship",EG,Egypt,Alexandria,26215,Al Masraf Al Khairy Street,31.31497,30.370008,Alexandria Governorate
31,local law #1 violation : as per attached scope of work thoroughly remove all lead violations as per new york city administrative code ï¿½27-2056.11 and,256.03,22.72,64.01,342.76,"Wood, Chain link, Vinyl, Aluminum, Steel, Iron, Electric wiring, Barbed Wire",EG,Egypt,Dauwar Masri,23719,Madrab Al Arz Street,31.316971,30.379468,Alexandria Governorate
19,replace broken glass at kitchen window apartment 2r,24.21,2.09,15,41.3,,EG,Egypt,Ezab Nubar,21947,International Coastal Road,31.311637,30.278086,Alexandria Governorate
19,"apt #4b. livingroom, replace (1) broken glass pane at livingroom window. remove all work related debris.",15.98,1.38,15,32.36,"Window cleaning , Fridge cleaning, Oven cleaning, Laundry",EG,Egypt,Izbat al Shaykh al Maraghi,21945,"Side Cairo, Alexandria Desert Road",30.513375,30.239408,Alexandria Governorate
36,"nyc hpd emergency operations division   essential service work  remove the door stopper on the vestibule door located on the 1st story, public h",15.98,0,0,0,"Steam cleaning, Dry cleaning",EG,Egypt,Izbat al Shaykh al Maraghi,21945,Saad Zaghloul Street,29.374798,31.198859,Alexandria Governorate
18,local law #1 violation : as per attached scope of work thoroughly remove all lead violations as per new york city administrative code ï¿½27-2056.11 and,312.71,26.97,46.91,386.59,,EG,Egypt,Izbat al Shaykh al Maraghi,21947,"Korimat, Zaafarana Road",29.09986,31.428073,Alexandria Governorate
53,"apt 1a) at bedroom 3rd room, remove old radiator valve and install new from east at south. ''remove all work related debris''.",154.05,13.29,23.11,190.45,"Standard cleaning, Deep cleaning, Move out cleaning",EG,Egypt,Abu Simbel,81525,Cairo Asyout Desert Road,29.615005,31.410278,Assouan
23,"public area: at ground floor 1 install window guard complete, and at ground floor 2 install stops. '' remove all work related debris''.",134.47,11.6,20.17,166.24,Window cleaning ,EG,Egypt,Aswan,81514,Riyad Street,29.095018,31.100137,Assouan
22,local law #1 violation : as per attached scope of work thoroughly remove all lead violations as per new york city administrative code ï¿½27-2056.11 and,0,0,0,0,Steam cleaning,EG,Egypt,Aswan,81514,Masraf Ashmant Road,29.095013,31.109978,Assouan
20,local law #1 violation : as per attached scope of work thoroughly remove all lead violations as per new york city administrative code ï¿½27-2056.11 and,0,0,0,0,,EG,Egypt,Aswan,81515,Ring Road,29.094124,31.104822,Assouan
23,at apt # 2f >>>>>>>>> make neccessary repairs to the heat distribution line inside apt to ensure adequate heat at apt.,37.77,3.35,18.89,60.01,Dry cleaning,EG,Egypt,Aswan,81531,Ring Road,29.094707,31.09511,Assouan
6,(at apartment #1c): at bedroom replace radiator air valve. at bedroom tap existing hole for new 1/8 air valve. remove all work related debris.,108,9.32,16.2,133.52,"Office, Restaurant, Retail, Medical facility, School or place of worship",EG,Egypt,Naj al Hawsh,81638,Gammal Abd Al Naser Street,29.094318,30.955382,Assouan
38,"apt 3d: door lock assembly at apartment entrance door. at the time of this invitation to bid, it is not anticipated that this work will disturb more",20.34,1.81,8.14,30.29,,EG,Egypt,Sahara City,81545,Madrasa Abou Zid Al Abtda'yh Street,29.095095,30.96487,Assouan
56,remove hook and eye device installed at building entrance door,20.34,1.81,10.17,32.32,,EG,Egypt,Shash Village,81531,Masr W Al Sudan Street,29.09495,30.940299,Assouan
24,4/14/14 erp present. slide bolts and padlocks installed.,150.06,13.32,60.02,223.4,,EG,Egypt,�������,81638,Masraf Gawhar Street,29.094642,30.945626,Assouan
113,"public parts ...............replace missing baluster's at 1st story public hall. at the time of this invitation to bid, it is not anticipated that",108.92,9.67,54.46,173.05,,EG,Egypt,Al Busayli,22748,Sherif Basha Road,29.095732,31.128979,Beheira Governorate
11,"at apt 4, kitchen, replace the broken radiator air valve to proper working condition.",62.94,5.59,25.18,93.71,"Window cleaning , Fridge cleaning, Oven cleaning",EG,Egypt,Al Nubaria,22773,"Ra's Ghareb, Al Sheikh Fadl Road",28.279317,31.911039,Beheira Governorate
1,"apt # 2e) at bathroom, bedroom#2, and kitchen : install (1 each rooms) window guard. ''remove all work related debris''.",176.13,14.75,26.42,217.3,Steam cleaning,EG,Egypt,Al-Mahmudiya,22718,Teraa Sharhy Street,29.094221,30.950511,Beheira Governorate
47,"apt 2a) at kitchen : install (1) window guard. at bedrroom#2, re-install window guard. ''remove all work related debris''.",97.87,8.44,15,121.31,,EG,Egypt,Hawsh Isa,22728,Teraa Al Bohiah Al Bahareya Street,30.889508,31.485192,Beheira Governorate
8,"'' nyc hpd emerency operations division '' at apt 7 bedroom: replace defective/broken air valve, with new air valve on radiator in bed roo",51.05,0,0,51.05,,EG,Egypt,Idku,22748,Al Mansoura Street,31.214788,31.64524,Beheira Governorate
31,public hall: provide and install 3 window guards at 2nd story public hall.,107.01,9.5,42.8,159.31,,EG,Egypt,Itay el-Barud,22951,Al Bahr Al Gadid Street,31.215,31.345082,Beheira Governorate
50,"at apartment # 2b , at kitchen :- properly repair the broken connection waste line and also leaky cold water faucets at sink. restore to proper wor",141.47,12.56,56.59,210.62,,EG,Egypt,Itay el-Barud,22951,Al Teraa Street,31.214993,31.349954,Beheira Governorate
1,apt(11) install one window guard in the bedroom window with one way screw.s all work under this omo must be done using safe work procedures pursuan,47.79,4.24,11.95,63.98,Pets in home,EG,Egypt,Itay el-Barud,22951,Awlad Omar Street,31.215021,31.354981,Beheira Governorate
65,"public hallstairs : replace with new 1 broken wood tread 9 up from bottom of 3rd fl to 4th fl at the time of this invitation to bid, it is not anti",24.21,2.15,6.05,32.41,,EG,Egypt,Izbat al Muhit,22748,Street 60,31.21504,31.360024,Beheira Governorate
24,local law #1 violation : as per attached scope of work thoroughly remove all lead violations as per new york city administrative code ï¿½27-2056.11 and,0,0,0,0,"Office, Retail, Medical facility, School or place of worship",EG,Egypt,Izbat al Muhit,22748,Street 7,31.215001,31.370001,Beheira Governorate
93,apt#: 5e supply and install with a new missing mortise lock at the entrance of the apartment door ''remove all work related debris'' a,0,0,0,0,"Restaurant, Retail, Medical facility",EG,Egypt,Izbat Kawm al Kalakh,22748,Al Zouhera Street,30.890266,31.450045,Beheira Governorate
45,"remove free standing radiator from public hall 4th story. at the time of this invitation to bid, it is not anticipated that this work will disturb m",75.81,6.73,30.32,112.86,,EG,Egypt,Wadi el Natroun,22856,Abd Al Moneim Riyad Street,30.889441,31.469853,Beheira Governorate
48,"apt 2f: key operated locking mechanism at apartment entrance door. at the time of this invitation to bid, it is not anticipated that this work will",39.95,3.55,15.98,59.48,"Office, Retail, Medical facility, School or place of worship",EG,Egypt,Atf Ifwah,62951,Street 3,30.889989,31.465007,Beni Suef Governorate
35,"apt.b1: at kit: replace 1 defective w/guard, remove all work related debris''. non- s.w.p.",48.24,4.28,12.06,64.58,,EG,Egypt,Beni Suef,11511,"Damietta, Sahrbin Road",31.215069,31.569939,Beni Suef Governorate
5,(local law# 1 violation - clean only). thoroughly re-clean the following areas as per new york city administrative code ï¿½27-2506.11 and as noted in th,0,0,0,0,Steam cleaning,EG,Egypt,Beni Suef,12959,Kafr Al Myasarh Road,31.214701,31.635828,Beni Suef Governorate
69,apt 4: provide and install 5 window guards,0,0,0,0,"Steam cleaning, Dry cleaning",EG,Egypt,Beni Suef,62514,"Aga, Al Senbilawin Road",30.889865,31.43995,Beni Suef Governorate
7501,nyc hpd emerency operations division  at public parts: remove door stop from building ent door.. remove all work related debris,52.29,0,0,0,"Office, Retail, Medical facility, School or place of worship",EG,Egypt,Beni Suef,62515,Al Shahid Rashad Abou Taha Street,31.320666,31.79193,Beni Suef Governorate
33,apartment #6h: bedroom #1 (2) provide and install window guard complete livingroom (2) repair window guard one way screw /stops bathroom (1) rep,15.98,1.38,15,32.36,"Steam cleaning, Dry cleaning",EG,Egypt,Beni Suef,62515,Moustawdaa Asal Street,31.314831,31.764802,Beni Suef Governorate
16,supply and install 2 window guards in the livingroom and 1 window guard in the bathroom. restore to pwo,77.24,6.86,38.62,122.72,Two-story building,EG,Egypt,Beni Suef,62747,"Al Gamalia, Damietta Road",31.316218,31.808365,Beni Suef Governorate
54,"repair the defective waste pipe at kitchen sink at the time of this invitation to bid, it is not anticipated that this work will disturb more than 2",235.39,20.89,58.85,315.13,"Window cleaning , Fridge cleaning, Oven cleaning, Laundry",EG,Egypt,Ihnasya al Madinah,62631,Al Cornish Street,31.315665,31.699414,Beni Suef Governorate
